record_id,date_time,building_type,city_zone,energy_consumption_kwh,temperature_celsius,occupancy_level,peak_hour,renewable_energy_used_percent,peak_load_risk
1402,2024-02-28 09:00:00,Residential,North,164.79,18.5,38,No,31.6,Medium
1403,2024-02-28 10:00:00,Commercial,Central,132.76,21.7,221,No,45.1,Low
1404,2024-02-28 11:00:00,Industrial,West,234.67,25.3,187,No,18.2,Medium
1405,2024-02-28 12:00:00,Residential,West,70.98,24.1,43,No,49.8,Medium
1406,2024-02-28 13:00:00,Industrial,Central,464.23,15.8,359,No,1.0,Medium
1407,2024-02-28 14:00:00,Commercial,East,434.51,6.2,114,Yes,39.1,High
1408,2024-02-28 15:00:00,Commercial,North,355.27,29.2,260,Yes,51.5,Low
1409,2024-02-28 16:00:00,Residential,North,57.58,20.8,5,No,73.5,Low
1410,2024-02-28 17:00:00,Commercial,West,389.06,16.9,68,No,30.5,Low
1411,2024-02-28 18:00:00,Residential,Central,404.94,39.7,228,No,61.2,Low
1412,2024-02-28 19:00:00,Commercial,North,385.04,34.9,123,No,47.8,Medium
1413,2024-02-28 20:00:00,Commercial,North,61.41,39.3,173,No,74.2,Low
1414,2024-02-28 21:00:00,Residential,East,323.73,24.8,336,No,31.9,Low
1415,2024-02-28 22:00:00,Residential,South,417.99,10.2,153,No,25.5,Medium
1416,2024-02-28 23:00:00,Residential,West,290.79,32.8,462,No,71.0,Medium
1417,2024-02-29 00:00:00,Commercial,West,324.97,13.2,267,Yes,3.9,Medium
1418,2024-02-29 01:00:00,Commercial,South,231.89,22.6,157,No,10.9,High
1419,2024-02-29 02:00:00,Industrial,North,266.71,7.6,162,No,6.6,Medium
1420,2024-02-29 03:00:00,Residential,East,22.02,38.0,214,Yes,67.4,Medium
1421,2024-02-29 04:00:00,Commercial,East,321.29,10.0,398,No,0.8,Low
1422,2024-02-29 05:00:00,Commercial,West,45.32,41.1,376,No,68.9,High
1423,2024-02-29 06:00:00,Residential,East,220.33,39.6,408,Yes,36.1,Medium
1424,2024-02-29 07:00:00,Industrial,South,149.86,23.6,443,No,0.3,Low
1425,2024-02-29 08:00:00,Residential,North,274.99,34.8,423,Yes,32.1,Low
1426,2024-02-29 09:00:00,Industrial,South,71.04,29.8,26,No,14.9,Medium
1427,2024-02-29 10:00:00,Commercial,Central,347.36,37.1,427,No,50.0,High
1428,2024-02-29 11:00:00,Industrial,West,398.53,22.3,292,Yes,54.3,Low
1429,2024-02-29 12:00:00,Commercial,East,85.86,36.4,423,Yes,39.0,Low
1430,2024-02-29 13:00:00,Residential,Central,56.63,23.5,189,No,3.2,High
1431,2024-02-29 14:00:00,Residential,East,77.03,42.6,400,Yes,52.5,High
1432,2024-02-29 15:00:00,Residential,North,439.18,24.5,122,Yes,67.4,Low
1433,2024-02-29 16:00:00,Industrial,North,266.45,23.5,230,No,57.6,Low
1434,2024-02-29 17:00:00,Commercial,North,236.29,36.4,59,Yes,66.4,Medium
1435,2024-02-29 18:00:00,Residential,East,57.82,37.9,96,Yes,16.0,Low
1436,2024-02-29 19:00:00,Residential,Central,326.53,27.2,262,No,71.1,High
1437,2024-02-29 20:00:00,Commercial,North,434.66,12.2,354,No,25.8,Low
1438,2024-02-29 21:00:00,Residential,Central,414.95,23.7,312,No,1.1,Low
1439,2024-02-29 22:00:00,Commercial,East,314.9,43.7,136,No,67.5,Low
1440,2024-02-29 23:00:00,Commercial,Central,42.26,35.1,350,Yes,75.3,Low
1441,2024-03-01 00:00:00,Commercial,East,60.64,37.4,283,Yes,52.4,Low
1442,2024-03-01 01:00:00,Commercial,East,29.41,6.3,455,Yes,18.5,Low
1443,2024-03-01 02:00:00,Commercial,West,132.45,23.7,411,No,20.1,Medium
1444,2024-03-01 03:00:00,Industrial,East,72.15,30.9,473,No,37.3,Low
1445,2024-03-01 04:00:00,Residential,East,133.72,38.2,120,No,71.8,High
1446,2024-03-01 05:00:00,Industrial,South,195.6,7.0,430,No,12.0,Low
1447,2024-03-01 06:00:00,Residential,North,471.78,39.1,425,No,66.1,Medium
1448,2024-03-01 07:00:00,Industrial,West,307.14,26.9,463,Yes,23.3,Low
1449,2024-03-01 08:00:00,Commercial,West,418.31,12.9,25,No,64.7,Low
1450,2024-03-01 09:00:00,Residential,West,356.62,17.7,342,Yes,73.6,Medium
1451,2024-03-01 10:00:00,Residential,South,60.69,16.3,146,Yes,34.2,Medium
1452,2024-03-01 11:00:00,Industrial,East,369.28,26.2,12,No,29.2,Medium
1453,2024-03-01 12:00:00,Industrial,North,141.17,7.1,87,No,64.2,Medium
1454,2024-03-01 13:00:00,Residential,Central,321.36,11.3,435,No,42.4,Medium
1455,2024-03-01 14:00:00,Industrial,East,173.78,37.5,109,No,54.8,Low
1456,2024-03-01 15:00:00,Industrial,South,498.85,10.3,423,Yes,49.8,High
1457,2024-03-01 16:00:00,Industrial,East,135.46,14.3,345,No,12.2,Medium
1458,2024-03-01 17:00:00,Commercial,East,143.17,23.1,266,No,67.6,High
1459,2024-03-01 18:00:00,Commercial,South,465.68,25.7,222,Yes,15.7,High
1460,2024-03-01 19:00:00,Industrial,West,17.2,35.5,74,No,74.6,Low
1461,2024-03-01 20:00:00,Industrial,West,349.86,22.9,482,No,20.0,Low
1462,2024-03-01 21:00:00,Commercial,North,364.04,36.6,494,No,58.7,Medium
1463,2024-03-01 22:00:00,Commercial,North,419.01,29.7,333,No,22.8,Medium
1464,2024-03-01 23:00:00,Residential,West,487.35,9.5,310,No,25.4,Medium
1465,2024-03-02 00:00:00,Residential,Central,487.92,11.3,413,No,24.8,Medium
1466,2024-03-02 01:00:00,Commercial,East,37.31,22.5,102,Yes,59.8,Low
1467,2024-03-02 02:00:00,Industrial,Central,411.81,20.9,425,Yes,44.5,Low
1468,2024-03-02 03:00:00,Industrial,East,324.92,34.7,493,Yes,70.6,Low
1469,2024-03-02 04:00:00,Industrial,West,325.43,28.2,137,Yes,24.6,Medium
1470,2024-03-02 05:00:00,Industrial,North,68.53,20.5,191,No,55.4,Medium
1471,2024-03-02 06:00:00,Residential,North,326.84,11.8,461,No,60.2,Low
1472,2024-03-02 07:00:00,Commercial,Central,491.33,14.1,421,Yes,12.1,Medium
1473,2024-03-02 08:00:00,Industrial,North,456.35,28.0,142,Yes,32.0,Low
1474,2024-03-02 09:00:00,Residential,West,222.37,21.9,357,Yes,38.6,Low
1475,2024-03-02 10:00:00,Industrial,Central,24.77,25.6,73,No,28.5,Medium
1476,2024-03-02 11:00:00,Commercial,East,184.34,11.8,328,No,25.8,Low
1477,2024-03-02 12:00:00,Residential,North,414.06,31.5,167,No,54.9,Medium
1478,2024-03-02 13:00:00,Commercial,South,352.24,39.1,168,No,17.3,High
1479,2024-03-02 14:00:00,Commercial,North,232.38,15.3,54,Yes,56.8,High
1480,2024-03-02 15:00:00,Residential,East,32.28,24.7,259,Yes,74.8,Low
1481,2024-03-02 16:00:00,Residential,Central,216.31,44.0,439,Yes,45.2,Medium
1482,2024-03-02 17:00:00,Residential,East,237.17,18.3,111,Yes,48.9,Medium
1483,2024-03-02 18:00:00,Residential,South,464.63,28.8,232,No,5.5,Medium
1484,2024-03-02 19:00:00,Residential,West,322.34,8.6,161,No,69.2,Medium
1485,2024-03-02 20:00:00,Residential,North,159.27,29.2,352,No,22.8,Low
1486,2024-03-02 21:00:00,Residential,Central,265.03,8.6,327,No,49.2,Low
1487,2024-03-02 22:00:00,Industrial,West,37.7,43.4,19,Yes,78.3,Medium
1488,2024-03-02 23:00:00,Commercial,East,486.42,33.6,290,Yes,47.6,Medium
1489,2024-03-03 00:00:00,Residential,Central,183.23,36.5,462,No,58.0,Low
1490,2024-03-03 01:00:00,Industrial,West,241.54,33.2,50,No,35.6,Low
1491,2024-03-03 02:00:00,Industrial,Central,180.87,28.6,175,Yes,4.8,Medium
1492,2024-03-03 03:00:00,Industrial,South,342.84,23.0,302,No,63.8,Low
1493,2024-03-03 04:00:00,Commercial,South,332.8,39.3,184,No,2.8,Low
1494,2024-03-03 05:00:00,Residential,North,359.08,43.3,185,No,56.1,Low
1495,2024-03-03 06:00:00,Industrial,North,137.73,25.0,339,No,1.8,Low
1496,2024-03-03 07:00:00,Commercial,South,161.26,42.3,307,No,69.0,Medium
1497,2024-03-03 08:00:00,Commercial,Central,67.0,28.3,310,No,12.6,Low
1498,2024-03-03 09:00:00,Commercial,South,329.48,26.5,346,No,41.1,Low
1499,2024-03-03 10:00:00,Industrial,North,24.7,23.2,81,No,47.8,Low
1500,2024-03-03 11:00:00,Residential,South,300.85,13.4,374,Yes,36.6,Low
1501,2024-03-03 12:00:00,Industrial,South,435.5,5.1,156,No,27.3,Medium
1502,2024-03-03 13:00:00,Industrial,Central,445.96,14.7,275,Yes,37.4,Low
1503,2024-03-03 14:00:00,Residential,West,227.27,25.4,283,Yes,24.9,Medium
1504,2024-03-03 15:00:00,Residential,North,232.36,20.2,432,No,35.0,Low
1505,2024-03-03 16:00:00,Residential,Central,43.1,22.9,249,No,28.7,Low
1506,2024-03-03 17:00:00,Commercial,South,337.03,44.2,147,Yes,45.3,Low
1507,2024-03-03 18:00:00,Residential,South,411.52,19.0,481,Yes,19.0,Low
1508,2024-03-03 19:00:00,Industrial,West,126.1,23.1,435,Yes,79.1,Medium
1509,2024-03-03 20:00:00,Residential,North,213.54,10.3,7,No,40.1,Medium
1510,2024-03-03 21:00:00,Industrial,North,420.23,6.9,157,Yes,15.5,High
1511,2024-03-03 22:00:00,Commercial,East,439.17,36.0,171,Yes,38.2,Low
1512,2024-03-03 23:00:00,Industrial,North,125.37,27.8,69,No,69.3,Low
1513,2024-03-04 00:00:00,Industrial,West,277.53,35.4,94,Yes,1.7,Low
1514,2024-03-04 01:00:00,Residential,East,100.28,11.0,369,No,54.4,Medium
1515,2024-03-04 02:00:00,Residential,East,55.43,27.9,363,No,43.8,Low
1516,2024-03-04 03:00:00,Industrial,South,456.0,15.1,376,Yes,13.6,Low
1517,2024-03-04 04:00:00,Residential,South,411.15,14.1,186,No,65.4,Low
1518,2024-03-04 05:00:00,Commercial,North,381.22,5.5,392,No,29.5,Low
1519,2024-03-04 06:00:00,Commercial,East,29.14,10.2,170,No,23.5,High
1520,2024-03-04 07:00:00,Residential,South,422.65,17.4,204,No,66.3,Medium
1521,2024-03-04 08:00:00,Commercial,West,221.83,9.7,42,Yes,51.1,Medium
1522,2024-03-04 09:00:00,Residential,South,174.49,44.4,13,No,71.9,Medium
1523,2024-03-04 10:00:00,Industrial,South,275.51,17.3,154,No,50.4,Medium
1524,2024-03-04 11:00:00,Industrial,East,50.22,10.2,274,Yes,59.3,Low
1525,2024-03-04 12:00:00,Commercial,East,379.54,13.0,298,Yes,66.9,Medium
1526,2024-03-04 13:00:00,Residential,Central,293.31,28.5,51,Yes,4.4,Low
1527,2024-03-04 14:00:00,Residential,West,97.36,7.6,369,Yes,62.1,Low
1528,2024-03-04 15:00:00,Commercial,East,98.17,39.5,212,No,49.1,Medium
1529,2024-03-04 16:00:00,Industrial,North,96.2,43.5,144,Yes,5.6,Medium
1530,2024-03-04 17:00:00,Commercial,West,33.22,14.9,357,Yes,40.7,Medium
1531,2024-03-04 18:00:00,Industrial,West,295.96,23.0,3,No,6.6,Medium
1532,2024-03-04 19:00:00,Residential,East,420.97,5.9,254,Yes,58.9,Low
1533,2024-03-04 20:00:00,Industrial,West,13.66,30.6,475,No,43.7,Low
1534,2024-03-04 21:00:00,Commercial,East,29.26,21.6,335,No,76.3,Low
1535,2024-03-04 22:00:00,Residential,South,288.52,15.8,256,Yes,14.7,Medium
1536,2024-03-04 23:00:00,Commercial,Central,410.65,13.3,98,No,48.5,High
1537,2024-03-05 00:00:00,Commercial,South,166.74,31.2,173,No,16.9,Low
1538,2024-03-05 01:00:00,Industrial,East,178.06,21.6,150,Yes,49.1,Low
1539,2024-03-05 02:00:00,Commercial,East,300.19,12.2,488,Yes,57.8,Medium
1540,2024-03-05 03:00:00,Industrial,South,140.74,32.6,279,No,57.8,High
1541,2024-03-05 04:00:00,Residential,North,18.17,27.6,59,No,65.2,Medium
1542,2024-03-05 05:00:00,Industrial,North,368.94,39.3,446,No,68.3,Low
1543,2024-03-05 06:00:00,Residential,North,314.7,9.7,113,Yes,6.2,High
1544,2024-03-05 07:00:00,Industrial,East,292.47,36.4,324,No,27.5,High
1545,2024-03-05 08:00:00,Commercial,West,372.13,31.9,243,No,55.0,Low
1546,2024-03-05 09:00:00,Industrial,East,339.24,9.6,310,No,39.9,High
1547,2024-03-05 10:00:00,Industrial,West,106.91,32.8,57,No,15.3,Medium
1548,2024-03-05 11:00:00,Residential,South,179.48,22.7,489,No,44.2,Low
1549,2024-03-05 12:00:00,Commercial,Central,67.42,42.8,407,No,32.6,Medium
1550,2024-03-05 13:00:00,Industrial,West,69.28,10.7,367,No,31.2,High
1551,2024-03-05 14:00:00,Commercial,North,339.72,30.7,60,No,64.8,Medium
1552,2024-03-05 15:00:00,Industrial,East,430.01,20.3,329,Yes,32.6,Low
1553,2024-03-05 16:00:00,Industrial,South,481.55,43.3,216,No,2.1,High
1554,2024-03-05 17:00:00,Commercial,North,316.03,18.2,469,No,4.6,Low
1555,2024-03-05 18:00:00,Industrial,South,96.13,43.5,233,Yes,68.5,Medium
1556,2024-03-05 19:00:00,Commercial,Central,57.3,41.1,494,No,76.8,Medium
1557,2024-03-05 20:00:00,Industrial,East,407.36,15.8,55,Yes,55.1,Low
1558,2024-03-05 21:00:00,Residential,East,291.48,37.1,373,No,29.1,Low
1559,2024-03-05 22:00:00,Commercial,Central,311.05,44.8,208,No,75.1,High
1560,2024-03-05 23:00:00,Industrial,East,391.82,15.1,63,Yes,53.0,Low
1561,2024-03-06 00:00:00,Industrial,West,353.12,22.5,184,No,67.5,Medium
1562,2024-03-06 01:00:00,Residential,South,418.06,25.8,311,Yes,61.3,Medium
1563,2024-03-06 02:00:00,Commercial,North,32.83,16.8,281,No,30.3,Medium
1564,2024-03-06 03:00:00,Industrial,Central,375.02,5.6,26,No,38.3,Medium
1565,2024-03-06 04:00:00,Residential,West,426.17,13.8,177,Yes,14.9,Low
1566,2024-03-06 05:00:00,Industrial,North,146.64,16.3,63,Yes,23.4,Low
1567,2024-03-06 06:00:00,Commercial,North,322.02,22.7,429,Yes,62.3,High
1568,2024-03-06 07:00:00,Industrial,Central,160.51,11.8,73,No,71.5,Medium
1569,2024-03-06 08:00:00,Industrial,West,479.2,39.9,335,No,58.0,Low
1570,2024-03-06 09:00:00,Industrial,North,21.54,33.2,167,Yes,37.2,High
1571,2024-03-06 10:00:00,Industrial,North,292.0,8.4,225,Yes,6.9,Medium
1572,2024-03-06 11:00:00,Residential,West,87.42,31.0,65,Yes,4.6,Low
1573,2024-03-06 12:00:00,Residential,East,357.55,31.1,69,No,29.9,High
1574,2024-03-06 13:00:00,Commercial,North,92.07,43.2,440,No,37.1,Medium
1575,2024-03-06 14:00:00,Residential,South,121.51,5.1,9,Yes,48.7,Low
1576,2024-03-06 15:00:00,Residential,West,249.71,14.9,236,No,0.5,Low
1577,2024-03-06 16:00:00,Commercial,North,457.84,42.1,198,Yes,79.2,Medium
1578,2024-03-06 17:00:00,Residential,Central,109.8,42.3,412,No,29.1,Medium
1579,2024-03-06 18:00:00,Residential,South,76.4,33.8,173,No,67.8,Low
1580,2024-03-06 19:00:00,Commercial,North,380.69,35.6,282,No,42.8,Low
1581,2024-03-06 20:00:00,Commercial,South,252.81,8.7,28,No,10.4,Low
1582,2024-03-06 21:00:00,Commercial,South,456.33,25.6,296,No,63.8,Medium
1583,2024-03-06 22:00:00,Industrial,East,77.57,14.3,399,No,56.8,Low
1584,2024-03-06 23:00:00,Industrial,South,324.73,12.2,134,No,42.2,Low
1585,2024-03-07 00:00:00,Commercial,East,120.28,37.4,27,Yes,41.2,Medium
1586,2024-03-07 01:00:00,Commercial,West,82.6,10.4,38,Yes,7.0,Medium
1587,2024-03-07 02:00:00,Commercial,East,343.3,23.7,196,Yes,52.5,Medium
1588,2024-03-07 03:00:00,Industrial,Central,298.87,42.5,203,No,72.9,Low
1589,2024-03-07 04:00:00,Industrial,North,378.64,12.4,85,Yes,7.5,Low
1590,2024-03-07 05:00:00,Residential,West,158.18,44.1,320,Yes,21.1,Low
1591,2024-03-07 06:00:00,Residential,West,226.75,44.8,30,No,72.2,High
1592,2024-03-07 07:00:00,Commercial,Central,205.71,27.2,466,Yes,22.7,Medium
1593,2024-03-07 08:00:00,Industrial,East,492.12,11.8,99,No,52.3,Low
1594,2024-03-07 09:00:00,Industrial,North,149.66,17.6,387,No,42.8,Low
1595,2024-03-07 10:00:00,Industrial,East,150.93,22.0,190,No,47.7,Medium
1596,2024-03-07 11:00:00,Commercial,South,180.5,17.4,12,No,33.3,Medium
1597,2024-03-07 12:00:00,Residential,East,284.47,16.2,91,No,24.0,Medium
1598,2024-03-07 13:00:00,Commercial,West,129.9,43.9,30,No,3.9,High
1599,2024-03-07 14:00:00,Residential,North,458.07,11.1,213,Yes,59.5,Medium
1600,2024-03-07 15:00:00,Residential,East,136.51,34.3,38,No,59.7,Medium
1601,2024-03-07 16:00:00,Commercial,North,448.43,5.0,341,Yes,53.7,High
1602,2024-03-07 17:00:00,Residential,North,56.22,28.8,60,Yes,51.5,Medium
1603,2024-03-07 18:00:00,Residential,South,330.0,41.6,294,No,19.5,Medium
1604,2024-03-07 19:00:00,Industrial,South,453.96,16.5,360,Yes,1.8,High
1605,2024-03-07 20:00:00,Residential,West,88.53,12.4,143,Yes,64.7,Low
1606,2024-03-07 21:00:00,Commercial,Central,484.32,31.1,402,Yes,39.3,Low
1607,2024-03-07 22:00:00,Commercial,North,229.18,33.5,180,Yes,24.5,High
1608,2024-03-07 23:00:00,Residential,Central,473.13,32.5,285,Yes,8.2,Medium
1609,2024-03-08 00:00:00,Industrial,West,340.03,17.8,112,Yes,5.0,High
1610,2024-03-08 01:00:00,Industrial,North,154.29,15.1,230,No,27.9,Low
1611,2024-03-08 02:00:00,Residential,North,98.21,43.2,444,No,64.4,Medium
1612,2024-03-08 03:00:00,Residential,Central,155.35,41.9,21,Yes,73.5,Low
1613,2024-03-08 04:00:00,Commercial,East,51.04,23.3,145,No,71.7,Medium
1614,2024-03-08 05:00:00,Residential,South,76.21,38.8,489,Yes,73.6,Low
1615,2024-03-08 06:00:00,Industrial,East,56.81,23.1,499,Yes,72.6,Low
1616,2024-03-08 07:00:00,Residential,Central,214.36,22.0,146,Yes,42.2,Low
1617,2024-03-08 08:00:00,Commercial,South,398.81,11.3,441,No,17.6,Medium
1618,2024-03-08 09:00:00,Commercial,East,74.98,22.1,375,No,63.8,Low
1619,2024-03-08 10:00:00,Commercial,South,69.51,26.5,421,No,17.1,Low
1620,2024-03-08 11:00:00,Commercial,North,323.5,5.9,316,No,21.4,Low
1621,2024-03-08 12:00:00,Commercial,East,102.61,22.8,166,No,18.7,Low
1622,2024-03-08 13:00:00,Residential,South,53.32,36.3,140,No,41.2,High
1623,2024-03-08 14:00:00,Residential,South,87.59,32.2,203,No,25.7,Low
1624,2024-03-08 15:00:00,Residential,South,462.25,30.4,496,Yes,12.3,Low
1625,2024-03-08 16:00:00,Residential,East,411.63,41.4,244,Yes,36.3,High
1626,2024-03-08 17:00:00,Commercial,West,180.26,5.7,113,No,69.9,Medium
1627,2024-03-08 18:00:00,Industrial,East,329.63,27.3,468,No,45.6,Medium
1628,2024-03-08 19:00:00,Residential,Central,270.95,36.5,201,Yes,70.3,Medium
1629,2024-03-08 20:00:00,Industrial,East,340.18,26.7,385,Yes,15.7,High
1630,2024-03-08 21:00:00,Residential,South,342.92,18.0,314,No,13.4,Low
1631,2024-03-08 22:00:00,Residential,North,316.22,10.5,259,No,46.0,High
1632,2024-03-08 23:00:00,Industrial,East,136.72,40.5,255,Yes,37.1,High
1633,2024-03-09 00:00:00,Commercial,East,24.31,23.8,447,No,52.8,Medium
1634,2024-03-09 01:00:00,Residential,South,230.51,40.1,405,No,63.6,Medium
1635,2024-03-09 02:00:00,Residential,North,446.03,28.4,23,No,60.1,Medium
1636,2024-03-09 03:00:00,Residential,North,286.9,32.0,393,No,75.4,Low
1637,2024-03-09 04:00:00,Industrial,Central,417.03,37.2,246,No,31.9,Low
1638,2024-03-09 05:00:00,Commercial,East,495.85,31.4,339,Yes,16.5,High
1639,2024-03-09 06:00:00,Industrial,North,85.99,20.9,493,Yes,44.1,Medium
1640,2024-03-09 07:00:00,Industrial,North,347.43,25.5,311,No,8.9,Low
1641,2024-03-09 08:00:00,Commercial,West,338.78,37.1,366,No,23.1,Medium
1642,2024-03-09 09:00:00,Industrial,West,490.08,19.9,372,Yes,16.6,Medium
1643,2024-03-09 10:00:00,Commercial,North,492.87,20.5,403,No,31.7,Low
1644,2024-03-09 11:00:00,Residential,Central,344.91,8.8,318,No,8.9,Medium
1645,2024-03-09 12:00:00,Commercial,North,125.59,41.6,87,Yes,2.5,Medium
1646,2024-03-09 13:00:00,Residential,South,400.29,8.6,219,Yes,52.5,Low
1647,2024-03-09 14:00:00,Industrial,East,57.98,30.9,475,Yes,48.8,High
1648,2024-03-09 15:00:00,Industrial,Central,391.45,21.5,423,No,56.7,Low
1649,2024-03-09 16:00:00,Residential,South,455.55,21.2,356,No,52.8,Medium
1650,2024-03-09 17:00:00,Industrial,Central,194.5,32.2,460,No,9.1,Low
1651,2024-03-09 18:00:00,Commercial,South,317.16,7.7,27,No,23.3,Medium
1652,2024-03-09 19:00:00,Residential,East,217.92,28.7,430,No,10.4,Low
1653,2024-03-09 20:00:00,Industrial,East,221.69,35.9,290,No,67.4,Low
1654,2024-03-09 21:00:00,Residential,West,158.63,38.1,289,No,59.8,High
1655,2024-03-09 22:00:00,Commercial,South,382.25,11.8,348,No,16.1,Low
1656,2024-03-09 23:00:00,Commercial,West,468.41,40.9,223,No,27.3,Medium
1657,2024-03-10 00:00:00,Industrial,South,470.67,31.2,352,Yes,77.3,Medium
1658,2024-03-10 01:00:00,Commercial,West,91.52,40.3,178,No,47.5,High
1659,2024-03-10 02:00:00,Residential,East,438.0,24.4,148,Yes,64.1,Medium
1660,2024-03-10 03:00:00,Commercial,Central,370.03,26.7,424,No,21.2,Low
1661,2024-03-10 04:00:00,Residential,West,130.15,41.8,227,No,16.8,Low
1662,2024-03-10 05:00:00,Residential,South,38.31,41.0,351,Yes,62.7,High
1663,2024-03-10 06:00:00,Commercial,South,137.66,22.9,186,Yes,54.9,High
1664,2024-03-10 07:00:00,Industrial,East,456.54,16.0,415,No,54.5,Low
1665,2024-03-10 08:00:00,Commercial,South,318.42,20.7,294,No,44.2,Medium
1666,2024-03-10 09:00:00,Residential,North,361.92,20.5,470,Yes,45.1,Medium
1667,2024-03-10 10:00:00,Residential,Central,132.29,16.5,429,No,58.9,High
1668,2024-03-10 11:00:00,Commercial,West,361.1,15.7,41,Yes,21.6,High
1669,2024-03-10 12:00:00,Industrial,Central,18.92,39.4,393,Yes,28.2,High
1670,2024-03-10 13:00:00,Industrial,East,190.78,7.8,393,Yes,69.7,High
1671,2024-03-10 14:00:00,Residential,West,315.24,32.1,191,Yes,24.7,High
1672,2024-03-10 15:00:00,Residential,West,77.32,11.9,79,No,43.7,Low
1673,2024-03-10 16:00:00,Industrial,North,412.39,18.8,205,No,56.2,High
1674,2024-03-10 17:00:00,Commercial,East,121.34,7.5,384,No,80.0,Medium
1675,2024-03-10 18:00:00,Residential,South,327.88,15.8,278,No,34.8,High
1676,2024-03-10 19:00:00,Residential,North,205.57,35.7,272,Yes,34.2,Medium
1677,2024-03-10 20:00:00,Industrial,North,300.04,40.4,32,No,67.4,Low
1678,2024-03-10 21:00:00,Commercial,Central,58.19,13.9,450,Yes,64.4,Medium
1679,2024-03-10 22:00:00,Industrial,Central,13.37,23.5,474,No,58.5,Medium
1680,2024-03-10 23:00:00,Commercial,Central,455.23,23.8,142,No,37.1,Low
1681,2024-03-11 00:00:00,Commercial,North,138.47,39.9,251,Yes,25.9,Low
1682,2024-03-11 01:00:00,Commercial,South,410.74,35.5,294,No,48.7,Medium
1683,2024-03-11 02:00:00,Residential,West,499.68,25.5,98,Yes,70.1,Low
1684,2024-03-11 03:00:00,Industrial,Central,109.66,31.8,136,Yes,70.7,Low
1685,2024-03-11 04:00:00,Industrial,South,136.26,38.9,484,Yes,8.7,Low
1686,2024-03-11 05:00:00,Commercial,East,333.12,5.4,277,Yes,34.3,High
1687,2024-03-11 06:00:00,Residential,Central,482.9,21.1,312,Yes,37.2,Medium
1688,2024-03-11 07:00:00,Residential,West,458.33,41.3,302,Yes,78.2,Low
1689,2024-03-11 08:00:00,Industrial,East,253.92,34.6,43,No,54.2,Medium
1690,2024-03-11 09:00:00,Residential,East,398.58,26.7,120,Yes,32.6,Medium
1691,2024-03-11 10:00:00,Residential,West,72.19,26.2,220,No,2.1,Low
1692,2024-03-11 11:00:00,Commercial,Central,488.83,18.9,46,No,45.2,Low
1693,2024-03-11 12:00:00,Residential,North,482.35,25.8,236,No,7.7,Medium
1694,2024-03-11 13:00:00,Commercial,West,86.05,31.2,48,Yes,66.8,Medium
1695,2024-03-11 14:00:00,Industrial,West,153.21,21.7,198,Yes,60.2,Medium
1696,2024-03-11 15:00:00,Residential,West,54.58,33.6,84,No,36.8,Low
1697,2024-03-11 16:00:00,Industrial,East,139.5,39.4,31,No,34.3,Low
1698,2024-03-11 17:00:00,Industrial,South,408.9,11.2,161,No,71.8,High
1699,2024-03-11 18:00:00,Residential,North,192.27,23.1,428,Yes,23.1,Low
1700,2024-03-11 19:00:00,Residential,Central,48.76,21.3,71,No,19.9,Medium
1701,2024-03-11 20:00:00,Industrial,Central,174.4,32.5,8,Yes,75.1,Low
1702,2024-03-11 21:00:00,Residential,South,490.78,15.0,457,No,64.7,Low
1703,2024-03-11 22:00:00,Commercial,West,316.69,30.6,386,No,65.7,Low
1704,2024-03-11 23:00:00,Commercial,North,211.0,40.1,401,Yes,15.6,Low
1705,2024-03-12 00:00:00,Residential,Central,87.44,21.7,52,No,11.5,Low
1706,2024-03-12 01:00:00,Industrial,Central,493.16,41.4,45,Yes,2.1,Low
1707,2024-03-12 02:00:00,Residential,West,411.32,44.7,293,No,19.0,Medium
1708,2024-03-12 03:00:00,Residential,South,144.33,9.2,426,No,61.9,Medium
1709,2024-03-12 04:00:00,Industrial,North,39.68,14.3,300,No,19.2,Low
1710,2024-03-12 05:00:00,Industrial,South,33.03,43.0,465,Yes,58.3,High
1711,2024-03-12 06:00:00,Commercial,South,64.59,43.3,373,Yes,20.2,Low
1712,2024-03-12 07:00:00,Industrial,North,292.48,8.9,38,No,31.6,Low
1713,2024-03-12 08:00:00,Commercial,North,464.74,5.6,355,No,78.7,Medium
1714,2024-03-12 09:00:00,Industrial,Central,250.89,11.4,380,No,19.6,Medium
1715,2024-03-12 10:00:00,Residential,Central,422.26,44.8,495,Yes,30.1,Medium
1716,2024-03-12 11:00:00,Commercial,North,225.71,12.2,231,Yes,24.1,Low
1717,2024-03-12 12:00:00,Commercial,East,355.75,25.1,478,No,8.8,High
1718,2024-03-12 13:00:00,Commercial,Central,367.28,38.9,262,No,39.2,Medium
1719,2024-03-12 14:00:00,Residential,East,91.11,5.8,68,No,30.3,Low
1720,2024-03-12 15:00:00,Residential,North,183.8,29.2,179,No,55.6,Low
1721,2024-03-12 16:00:00,Residential,Central,320.46,16.1,357,No,65.4,High
1722,2024-03-12 17:00:00,Residential,South,39.99,39.5,419,Yes,43.5,Medium
1723,2024-03-12 18:00:00,Residential,North,183.96,16.3,186,Yes,2.6,Low
1724,2024-03-12 19:00:00,Commercial,West,269.73,32.5,441,No,49.5,Low
1725,2024-03-12 20:00:00,Residential,East,498.13,32.0,201,No,4.4,Low
1726,2024-03-12 21:00:00,Commercial,North,239.89,13.9,390,No,49.3,Medium
